% Model:              PointForceAl.mph
% Version:            COMSOL 5.6.0.341
% Date:               May 8 2023, 20:18
% Dimension:          1
% Nodes:              518
% Expressions:        1
% Description:        Line graph
% X                       Height
0                         4.374804962629074E-16
2.707930367504829E-4      1.7526208522412248E-12
5.415860735009658E-4      2.821719250803163E-12
8.123791102514485E-4      3.3705455120102944E-12
0.0010831721470019315     3.5514792749568122E-12
0.0013539651837524143     3.5063525654735343E-12
0.001624758220502897      3.363852902834205E-12
0.00189555125725338       3.2299391032113754E-12
0.002166344294003863      3.1702250950957672E-12
0.002437137330754346      3.1965325143918087E-12
0.0027079303675048285     3.2763608418780744E-12
0.0029787234042553115     3.3617222792101858E-12
0.0032495164410057953     3.418210029007923E-12
0.0035203094777562787     3.4728652376862546E-12
0.0037911025145067625     3.5283685549709982E-12
0.004061895551257246      3.5862794111971958E-12
0.00433268858800773       3.647230848759592E-12
0.0046034816247582135     3.711151900688474E-12
0.004874274661508697      3.777488603689386E-12
0.005145067698259181      3.845398183922885E-12
0.005415860735009665      3.913898570861774E-12
0.005686653771760148      3.981964376437039E-12
0.005957446808510632      4.04856865642797E-12
0.0062282398452611154     4.116165447561574E-12
0.006499032882011598      4.18309353229743E-12
0.006769825918762082      4.249508955975167E-12
0.007040618955512567      4.315389212100443E-12
0.00731141199226305       4.38063274281473E-12
0.007582205029013534      4.445122884597686E-12
0.007852998065764017      4.508752992666971E-12
0.008123791102514502      4.571413249952438E-12
0.008394584139264985      4.632942912596869E-12
0.008665377176015468      4.693054534285685E-12
0.008936170212765953      4.751239084785689E-12
0.009206963249516436      4.807460241069701E-12
0.00947775628626692       4.8613891199047165E-12
0.009748549323017403      4.913276797041829E-12
0.010019342359767886      4.963175955694135E-12
0.01029013539651837       5.0110390012568915E-12
0.010560928433268855      5.056784685475935E-12
0.010831721470019338      5.100329334269131E-12
0.011102514506769821      5.141581858686325E-12
0.011373307543520306      5.180404539497344E-12
0.01164410058027079       5.216544144722007E-12
0.011914893617021274      5.249540290086177E-12
0.012185686653771758      5.27931814101648E-12
0.01245647969052224       5.305727960353704E-12
0.012727272727272724      5.329096757340002E-12
0.012998065764023209      5.34954698590567E-12
0.013268858800773692      5.36709431141398E-12
0.013539651837524175      5.3817174546064036E-12
0.01381044487427466       5.393395135527725E-12
0.014081237911025144      5.40210780577974E-12
0.014352030947775627      5.4078044326374925E-12
0.01462282398452611       5.4103371064105145E-12
0.014893617021276595      5.4093687106864534E-12
0.015164410058027078      5.404911859663336E-12
0.01543520309477756       5.396949903613302E-12
0.015705996131528045      5.385906402890053E-12
0.015976789168278528      5.371977207702377E-12
0.01624758220502901       5.3552274639385314E-12
0.016518375241779494      5.335665426627485E-12
0.016789168278529977      5.313286742762458E-12
0.01705996131528046       5.2880852598466005E-12
0.017330754352030946      5.26002887393569E-12
0.01760154738878143       5.2290014499261286E-12
0.017872340425531912      5.194714452941948E-12
0.018143133462282395      5.157194531782961E-12
0.018413926499032878      5.116460108903021E-12
0.018684719535783365      5.072946142905325E-12
0.018955512572533847      5.0268517902537084E-12
0.01922630560928433       4.978237713684292E-12
0.019497098646034813      4.927104750715894E-12
0.019767891682785296      4.873446223227769E-12
0.02003868471953578       4.817268314984622E-12
0.020309477756286266      4.758575262404401E-12
0.02058027079303675       4.697318598128608E-12
0.02085106382978723       4.633312418036588E-12
0.021121856866537714      4.5666606327176894E-12
0.021392649903288197      4.4974899375721235E-12
0.021663442940038684      4.4263214106113626E-12
0.021934235976789167      4.353443441472841E-12
0.02220502901353965       4.279004409964354E-12
0.022475822050290133      4.203091493129097E-12
0.022746615087040616      4.12578639851528E-12
0.0230174081237911        4.047190660424355E-12
0.023288201160541585      3.967415329787748E-12
0.023558994197292064      3.886532475496982E-12
0.02382978723404255       3.804489015345761E-12
0.024100580270793034      3.7214808053711E-12
0.024371373307543517      3.637743075486892E-12
0.024642166344294003      3.553865052702635E-12
0.024912959381044486      3.4702027630069432E-12
0.02518375241779497       3.386970795655993E-12
0.025454545454545452      3.3043244755225685E-12
0.025725338491295935      3.2224209480754646E-12
0.02599613152804642       3.1414493428061856E-12
0.0262669245647969        3.0616225395744323E-12
0.026537717601547387      2.9831262398234113E-12
0.02680851063829787       2.906025284354996E-12
0.027079303675048353      2.8306377771592137E-12
0.027350096711798833      2.7573491019044865E-12
0.027620889748549322      2.686890714336321E-12
0.027891682785299805      2.6197828972132237E-12
0.028162475822050285      2.556426919710068E-12
0.028433268858800768      2.497186111740846E-12
0.028704061895551254      2.442440182484331E-12
0.028974854932301737      2.3925996029268775E-12
0.02924564796905222       2.348071295925543E-12
0.029516441005802703      2.3091735149959593E-12
0.029787234042553186      2.2760066757161593E-12
0.03005802707930367       2.2489040811192473E-12
0.030328820116054152      2.2281560487737845E-12
0.030599613152804635      2.2142891006349505E-12
0.030870406189555118      2.2075213974018906E-12
0.0311411992263056        2.2078658631189334E-12
0.03141199226305609       2.2152156065972244E-12
0.03168278529980657       2.2293943518109497E-12
0.031953578336557056      2.250162677387766E-12
0.03222437137330754       2.277180151049518E-12
0.03249516441005802       2.3099322309006623E-12
0.032765957446808505      2.3476376803150476E-12
0.03303675048355899       2.3898511050237924E-12
0.03330754352030947       2.4360666343510133E-12
0.033578336557059954      2.4860878615063795E-12
0.03384912959381044       2.5395487078033586E-12
0.03411992263056092       2.596028305787744E-12
0.03439071566731141       2.655124452104537E-12
0.03466150870406189       2.7164806934924354E-12
0.034932301740812376      2.779769103539176E-12
0.03520309477756286       2.8446359836636284E-12
0.03547388781431334       2.9106213293015386E-12
0.035744680851063824      2.977065222721521E-12
0.03601547388781431       3.043729566974684E-12
0.03628626692456478       3.110301768967409E-12
0.03655705996131527       3.176817363835097E-12
0.036827852998065756      3.2431761577003056E-12
0.03709864603481624       3.3092307143280732E-12
0.03736943907156672       3.374838649452202E-12
0.037640232108317205      3.4398770616691314E-12
0.03791102514506769       3.5042212082887852E-12
0.03818181818181817       3.5676925859516972E-12
0.038452611218568654      3.6299840494666783E-12
0.03872340425531914       3.6905715694767335E-12
0.03899419729206962       3.749345099490947E-12
0.0392649903288201        3.8060863844958076E-12
0.039535783365570586      3.8609429541881625E-12
0.039806576402321076      3.91391558514122E-12
0.04007736943907156       3.964943867324267E-12
0.04034816247582204       4.013959953497338E-12
0.040618955512572524      4.060908107708793E-12
0.04088974854932301       4.105730592717965E-12
0.04116054158607349       4.148323018773494E-12
0.04143133462282397       4.188464596365565E-12
0.041702127659574456      4.2257308259737964E-12
