% Model:              PointForceAl.mph
% Version:            COMSOL 5.6.0.341
% Date:               May 1 2023, 21:55
% Dimension:          1
% Nodes:              154
% Expressions:        1
% Description:        Line graph
% X                       Height
0                         2.451951263565973E-15
6.535947712418299E-5      7.711932306051164E-13
1.3071895424836597E-4     1.4518414632511428E-12
1.9607843137254896E-4     2.041467105795966E-12
2.6143790849673194E-4     2.5403052003490716E-12
3.2679738562091496E-4     2.9486641849648704E-12
3.921568627450979E-4      3.2669553925010894E-12
4.5751633986928093E-4     3.4957391134637237E-12
5.228758169934639E-4      3.63579764666172E-12
5.882352941176469E-4      3.688255230013296E-12
6.535947712418299E-4      3.6338839297812587E-12
7.189542483660128E-4      3.582998767852402E-12
7.843137254901959E-4      3.5356777059908673E-12
8.496732026143788E-4      3.491993502976263E-12
9.150326797385619E-4      3.4520125996525553E-12
9.803921568627449E-4      3.4157940016762466E-12
0.0010457516339869278     3.383388189869608E-12
0.001111111111111111      3.354836090775533E-12
0.0011764705882352938     3.3301681412898034E-12
0.0012418300653594767     3.3329742141222463E-12
0.0013071895424836598     3.336060129744639E-12
0.0013725490196078427     3.3394281341570766E-12
0.0014379084967320256     3.3430902410254944E-12
0.0015032679738562085     3.3470681720219114E-12
0.0015686274509803914     3.351393283703712E-12
0.0016339869281045746     3.356106478990574E-12
0.0016993464052287575     3.361258100427628E-12
0.0017647058823529404     3.3669078016185043E-12
0.0018300653594771233     3.3753771768214163E-12
0.0018954248366013062     3.3838838389843204E-12
0.0019607843137254893     3.3924416122420474E-12
0.0020261437908496724     3.4010742258907966E-12
0.0020915032679738555     3.409815185363685E-12
0.0021568627450980382     3.4187076393458874E-12
0.002222222222222221      3.427804239861252E-12
0.002287581699346404      3.4371669913724657E-12
0.002352941176470587      3.4468670842300405E-12
0.00241830065359477       3.455846445100446E-12
0.002483660130718953      3.465099413113567E-12
0.0025490196078431365     3.4746282312465383E-12
0.0026143790849673188     3.4844437003449147E-12
0.002679738562091502      3.494565053621664E-12
0.002745098039215685      3.505019822098472E-12
0.0028104575163398677     3.515843689812525E-12
0.002875816993464051      3.527080337033336E-12
0.002941176470588234      3.5387812692263063E-12
0.0030065359477124166     3.5490073578792594E-12
0.0030718954248365998     3.5595808576089337E-12
0.0031372549019607833     3.5704968402800603E-12
0.003202614379084966      3.5817584293260518E-12
0.0032679738562091487     3.593376674427978E-12
0.0033333333333333322     3.605370416841158E-12
0.0033986928104575145     3.617766145016138E-12
0.003464052287581698      3.630597839644363E-12
0.0035294117647058807     3.643906806803513E-12
0.003594771241830064      3.655505972654598E-12
0.003660130718954247      3.667455522661473E-12
0.00372549019607843       3.679746905921066E-12
0.003790849673202613      3.692379409669456E-12
0.003856209150326796      3.7053600299433076E-12
0.003921568627450979      3.718703334089312E-12
0.003986928104575162      3.732431315088287E-12
0.004052287581699345      3.7465732371707665E-12
0.004117647058823528      3.761165471767714E-12
0.004183006535947711      3.773991193885802E-12
0.004248366013071894      3.7871410905040286E-12
0.004313725490196077      3.8006048035887515E-12
0.0043790849673202605     3.814379692834458E-12
0.004444444444444444      3.828470702139518E-12
0.004509803921568626      3.8428902195939305E-12
0.004575163398692809      3.857657931050961E-12
0.004640522875816992      3.872800666884883E-12
0.004705882352941175      3.888352241120609E-12
0.0047712418300653574     3.902139939425486E-12
0.0048366013071895406     3.916212137829843E-12
0.004901960784313724      3.9305576629930154E-12
0.004967320261437907      3.94517296786921E-12
0.00503267973856209       3.9600619960407666E-12
0.005098039215686273      3.9752360412853744E-12
0.005163398692810456      3.990713602450937E-12
0.005228758169934638      4.006520233262242E-12
0.0052941176470588215     4.022688386284158E-12
0.005359477124183004      4.037108911761674E-12
0.005424836601307188      4.051768322228263E-12
0.005490196078431371      4.066655162972713E-12
0.005555555555555553      4.081765523091455E-12
0.005620915032679736      4.097102900624556E-12
0.005686274509803919      4.112678064502469E-12
0.0057516339869281025     4.1285089133326675E-12
0.005816993464052286      4.144620330626497E-12
0.005882352941176469      4.161044035684394E-12
0.005947712418300651      4.1757333752412495E-12
0.006013071895424835      4.190614015184483E-12
0.006078431372549018      4.205674483600131E-12
0.006143790849673201      4.22091077681263E-12
0.006209150326797384      4.236326228349883E-12
0.0062745098039215675     4.251931376062953E-12
0.00633986928104575       4.2677438273701495E-12
0.006405228758169933      4.283788122186461E-12
0.006470588235294116      4.300095592733037E-12
0.006535947712418298      4.314673169404028E-12
0.006601307189542481      4.329394610051967E-12
0.006666666666666666      4.344248534323423E-12
0.006732026143790848      4.359230966616116E-12
0.006797385620915031      4.374345211577343E-12
0.006862745098039214      4.3896017288532375E-12
0.006928104575163397      4.405018007000669E-12
0.00699346405228758       4.4206184360822735E-12
0.007058823529411763      4.436434178112086E-12
0.0071241830065359455     4.450516958464336E-12
0.0071895424836601295     4.464695002334E-12
0.007254901960784313      4.478957248188251E-12
0.007320261437908495      4.493300005442963E-12
0.007385620915032677      4.5077268385604124E-12
0.007450980392156861      4.522248451321557E-12
0.007516339869281043      4.536882571120374E-12
0.007581699346405227      4.551653832749671E-12
0.00764705882352941       4.56659366080368E-12
0.007712418300653593      4.579769247032858E-12
0.007777777777777776      4.592991105451434E-12
0.00784313725490196       4.606248902007039E-12
0.007908496732026142      4.6195396745464346E-12
0.007973856209150325      4.632867727579213E-12
0.008039215686274508      4.646244527985753E-12
0.008104575163398691      4.659688601438362E-12
0.008169934640522875      4.673225428935069E-12
0.008235294117647058      4.686887342505678E-12
0.00830065359477124       4.698715653069292E-12
0.008366013071895424      4.7105345959293585E-12
0.008431372549019607      4.722336391218763E-12
0.008496732026143788      4.7341207112261076E-12
0.008562091503267973      4.745894587728545E-12
0.008627450980392155      4.757672320999804E-12
0.00869281045751634       4.769475390085301E-12
0.008758169934640521      4.781332363568769E-12
0.008823529411764704      4.7932788097124434E-12
0.008888888888888887      4.803254119475631E-12
0.00895424836601307       4.813130471104729E-12
0.009019607843137253      4.822902276535399E-12
0.009084967320261435      4.832571718810022E-12
0.00915032679738562       4.842148674113333E-12
0.009215686274509801      4.851650637014355E-12
0.009281045751633984      4.861102648297362E-12
0.009346405228758167      4.870537224369942E-12
0.00941176470588235       4.879994286861712E-12
0.009477124183006534      4.887607064950188E-12
0.009542483660130717      4.894452173448751E-12
0.0096078431372549        4.900599207410658E-12
0.009673202614379083      4.906128991489015E-12
0.009738562091503266      4.911133616969256E-12
0.009803921568627449      4.915716484353219E-12
0.009869281045751632      4.919992344155855E-12
0.009934640522875815      4.924087327680683E-12
0.009999999999999998      4.9281389586258994E-12
