% Model:              Untitled.mph
% Version:            COMSOL 5.6.0.341
% Date:               May 10 2023, 18:40
% Dimension:          1
% Nodes:              518
% Expressions:        1
% Description:        Line graph
% X                       Height
0                         3.375345997123844E-11
2.707930367504816E-4      2.2762211988216348E-11
5.415860735009632E-4      1.6745103512730304E-11
8.123791102514447E-4      1.3841031723283076E-11
0.0010831721470019263     1.2426540589455424E-11
0.001353965183752408      1.1536952122742901E-11
0.0016247582205028894     1.0780350109547906E-11
0.0018955512572533713     1.0079840025905693E-11
0.0021663442940038527     9.521437349571282E-12
0.0024371373307543348     9.204158015334272E-12
0.002707930367504816      8.999921761702503E-12
0.0029787234042552976     8.394055542939861E-12
0.0032495164410057814     8.159806366394224E-12
0.0035203094777562648     7.952730985689773E-12
0.003791102514506748      7.76541278282663E-12
0.004061895551257232      7.595003918902826E-12
0.004332688588007715      7.441188966595668E-12
0.0046034816247582        7.304472607829265E-12
0.0048742746615086825     7.184859959747007E-12
0.005145067698259166      7.080978817459768E-12
0.00541586073500965       6.989676626050104E-12
0.005686653771760134      6.906095168610743E-12
0.005957446808510617      6.8241908300315106E-12
0.006228239845261101      6.7541284864123915E-12
0.006499032882011584      6.689269096828738E-12
0.006769825918762068      6.6295214831966545E-12
0.007040618955512551      6.574400227994272E-12
0.007311411992263035      6.523212784407741E-12
0.007582205029013519      6.475230628426078E-12
0.007852998065764002      6.4298160387857585E-12
0.008123791102514486      6.386483759613878E-12
0.008394584139264971      6.34488500825393E-12
0.008665377176015454      6.304709635739165E-12
0.008936170212765937      6.2655107205619664E-12
0.00920696324951642       6.226617770116373E-12
0.009477756286266903      6.187930234029126E-12
0.009748549323017388      6.149858442578629E-12
0.010019342359767872      6.1123887193156815E-12
0.010290135396518355      6.075301954651601E-12
0.010560928433268838      6.038353388127786E-12
0.010831721470019323      6.001390792607794E-12
0.011102514506769808      5.964395596404147E-12
0.01137330754352029       5.927439113160661E-12
0.011644100580270773      5.890553925293397E-12
0.011914893617021258      5.853528795407366E-12
0.012185686653771741      5.815974335001137E-12
0.012456479690522226      5.778076150579644E-12
0.01272727272727271       5.740364864903951E-12
0.012998065764023193      5.702945460680196E-12
0.013268858800773678      5.665712289821056E-12
0.013539651837524161      5.6285226218582705E-12
0.013810444874274646      5.5913079707017E-12
0.014081237911025129      5.554109353609027E-12
0.014352030947775613      5.517029956145538E-12
0.014622823984526098      5.480106357151723E-12
0.01489361702127658       5.443107676052847E-12
0.015164410058027064      5.405717965833848E-12
0.015435203094777545      5.368163860470822E-12
0.01570599613152803       5.3309849763187295E-12
0.015976789168278514      5.294332646656548E-12
0.016247582205028997      5.25817997432372E-12
0.01651837524177948       5.222488010753197E-12
0.016789168278529963      5.187308082222122E-12
0.017059961315280446      5.1528071598337135E-12
0.017330754352030932      5.119210557812772E-12
0.017601547388781415      5.086664174519865E-12
0.0178723404255319        5.055027134801022E-12
0.01814313346228238       5.024127640350569E-12
0.018413926499032868      4.994315347906245E-12
0.01868471953578335       4.966179921792895E-12
0.018955512572533834      4.939921201306613E-12
0.019226305609284317      4.915554305205738E-12
0.019497098646034806      4.893068551514527E-12
0.01976789168278529       4.87252043451582E-12
0.020038684719535772      4.854048558583826E-12
0.020309477756286255      4.837806705807776E-12
0.02058027079303674       4.823819972478492E-12
0.020851063829787225      4.811778063895104E-12
0.021121856866537708      4.801407320199575E-12
0.021392649903288194      4.792932072496263E-12
0.021663442940038677      4.786734583750699E-12
0.02193423597678916       4.7828344843873415E-12
0.022205029013539643      4.781097822716989E-12
0.022475822050290126      4.78139293957378E-12
0.022746615087040612      4.783675342553976E-12
0.023017408123791095      4.787992368665938E-12
0.02328820116054158       4.794407108265436E-12
0.023558994197292064      4.802849689228161E-12
0.023829787234042547      4.812912505332961E-12
0.024100580270793034      4.824339747415824E-12
0.024371373307543513      4.8373548843038975E-12
0.024642166344293996      4.852285610882529E-12
0.024912959381044486      4.869132460565783E-12
0.025183752417794966      4.887767474106106E-12
0.025454545454545452      4.908074834815836E-12
0.025725338491295935      4.930019142227423E-12
0.02599613152804642       4.953635504200175E-12
0.0262669245647969        4.978943827692229E-12
0.026537717601547384      5.005797515679697E-12
0.02680851063829787       5.033684130664569E-12
